Index,Avg Measured,Avg Set
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,96
7,40,96
8,84,96
9,107,96
10,111,0
11,72,0
12,16,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,13,96
19,66,96
20,107,96
21,112,96
22,107,96
23,101,96
24,94,96
25,95,96
26,97,96
27,97,96
28,98,96
29,97,96
30,96,96
31,97,96
32,96,0
33,30,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
